
Generated at: 2025/09/02 22:22:18
mirDIP version: 5.3.0.2.
Database version: 5.2.3.1



Gene Symbol     - 
Micro RNA       - hsa-miR-126-5p
Minimum Score   - Medium


Results (4872) 
Gene Symbol	Uniprot	Pseudogene	MicroRNA	Integrated Score	Number of Sources	Score Class	Sources
MYCT1	Q8N699		hsa-miR-126-5p	0.135405507563411	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
SUPT4H1	P63272		hsa-miR-126-5p	0.135353456562289	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag
KLRD1	Q13241		hsa-miR-126-5p	0.135348058837672	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
GGPS1	O95749		hsa-miR-126-5p	0.135162765981078	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget
ADGB	Q8N7X0		hsa-miR-126-5p	0.135114251986092	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
DOCK7	Q96N67		hsa-miR-126-5p	0.135102912914789	5	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP
SPAG1	Q07617		hsa-miR-126-5p	0.135062796254836	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
TMCO3	Q6UWJ1		hsa-miR-126-5p	0.135057656353192	5	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP
GALNT5	Q7Z7M9		hsa-miR-126-5p	0.135040207829476	3	Medium	DIANA|MirAncesTar|miranda_May_2021
RCSD1	Q6JBY9		hsa-miR-126-5p	0.13501621549269	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
DZIP3	Q86Y13		hsa-miR-126-5p	0.134972415367838	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
RXRG	P48443		hsa-miR-126-5p	0.134950428381247	4	Medium	DIANA|MBStar|MirAncesTar|miRDB_v6
SHQ1	Q6PI26		hsa-miR-126-5p	0.134903386691376	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirzag
ARHGEF38	Q9NXL2		hsa-miR-126-5p	0.134746927849385	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
HPCA	P84074		hsa-miR-126-5p	0.134659435895983	4	Medium	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6
KIDINS220	Q9ULH0		hsa-miR-126-5p	0.134479351922499	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
CD69	Q07108		hsa-miR-126-5p	0.134477717035968	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
TMEM200A	Q86VY9		hsa-miR-126-5p	0.134426173557785	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
ST8SIA6	P61647		hsa-miR-126-5p	0.134345485877165	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
WIPF1	O43516		hsa-miR-126-5p	0.134328570711457	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
ZNF287	Q9HBT7		hsa-miR-126-5p	0.134180002389579	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase
REST	Q13127		hsa-miR-126-5p	0.134158444729752	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
SNX9	Q9Y5X1		hsa-miR-126-5p	0.134157832437182	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget
PPM1L	Q5SGD2		hsa-miR-126-5p	0.134116675006497	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
FAM81B	Q96LP2		hsa-miR-126-5p	0.134082416025663	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
PKNOX1	P55347		hsa-miR-126-5p	0.134028461706146	4	Medium	MBStar|MirAncesTar|miranda_May_2021|RNA22
LCOR	Q96JN0		hsa-miR-126-5p	0.134018290561594	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
SRSF10	O75494		hsa-miR-126-5p	0.133962165138768	4	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP
ZNF701	Q9NV72		hsa-miR-126-5p	0.133942829673043	3	Medium	MBStar|MirAncesTar|miranda_May_2021
ZNF669	Q96BR6		hsa-miR-126-5p	0.133871027934333	4	Medium	DIANA|MBStar|MirAncesTar|mirbase
SERINC5	Q86VE9		hsa-miR-126-5p	0.13384877130862	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
CCNYL1	Q8N7R7		hsa-miR-126-5p	0.133819106186677	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
HDAC9	Q9UKV0		hsa-miR-126-5p	0.133765540964543	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
LAMP2	P13473		hsa-miR-126-5p	0.133759737112372	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ANKRD6	Q9Y2G4		hsa-miR-126-5p	0.133735644552142	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
ARL17A	Q8IVW1		hsa-miR-126-5p	0.133713584964462	3	Medium	MBStar|MirAncesTar|mirbase
CCDC7	Q96M83		hsa-miR-126-5p	0.133704926133461	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
PATE2	Q6UY27		hsa-miR-126-5p	0.133691276963236	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
DAOA	P59103		hsa-miR-126-5p	0.133646133833035	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
ZNF682	O95780		hsa-miR-126-5p	0.133613378731628	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
CAPZA1	P52907		hsa-miR-126-5p	0.133609368966631	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
DPY19L1	Q2PZI1		hsa-miR-126-5p	0.133588621506868	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
CFLAR	O15519		hsa-miR-126-5p	0.133582000741685	5	Medium	bitargeting_May_2021|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ZNF385D	Q9H6B1		hsa-miR-126-5p	0.13356103302464	2	Medium	DIANA|miranda_May_2021
LNPEP	Q9UIQ6		hsa-miR-126-5p	0.133412631103998	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
AGO3	Q9H9G7		hsa-miR-126-5p	0.133366616355148	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
MSL2	Q9HCI7		hsa-miR-126-5p	0.133305359635164	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
UHRF2	Q96PU4		hsa-miR-126-5p	0.133293567306147	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase
ACVR1C	Q8NER5		hsa-miR-126-5p	0.133230742354572	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirzag
AP1S2	P56377		hsa-miR-126-5p	0.133097275383468	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
TDRD3	Q9H7E2		hsa-miR-126-5p	0.133094419825954	3	Medium	DIANA|MirAncesTar|miranda_May_2021
ARID1B	Q8NFD5		hsa-miR-126-5p	0.133040320290407	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirzag
PCDH10	Q9P2E7		hsa-miR-126-5p	0.132935091499066	4	Medium	MirAncesTar|miranda_May_2021|miRDB_v6|RNA22
INTU	Q9ULD6		hsa-miR-126-5p	0.132916654539538	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
VKORC1L1	Q8N0U8		hsa-miR-126-5p	0.132732788189112	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
ATXN7L3B	Q96GX2		hsa-miR-126-5p	0.132689166268124	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
TAF8	Q7Z7C8		hsa-miR-126-5p	0.132682011708345	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ENPP6	Q6UWR7		hsa-miR-126-5p	0.132663104950894	4	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP
MCL1	Q07820		hsa-miR-126-5p	0.132658417316295	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
ZSCAN31	Q96LW9		hsa-miR-126-5p	0.132602661141258	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
RAB11A	P62491		hsa-miR-126-5p	0.132564212713319	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
DENND2C	Q68D51		hsa-miR-126-5p	0.13254928050224	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
RASGRP3	Q8IV61		hsa-miR-126-5p	0.132434326675831	3	Medium	DIANA|MBStar|MirAncesTar
TBC1D3C	Q6IPX1		hsa-miR-126-5p	0.132426662876737	1	Medium	DIANA
RPGRIP1L	Q68CZ1		hsa-miR-126-5p	0.132394776629184	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
SLC25A36	Q96CQ1		hsa-miR-126-5p	0.132356530434313	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
RNF115	Q9Y4L5		hsa-miR-126-5p	0.132340194961338	4	Medium	DIANA|MirAncesTar|miranda_May_2021|MiRNATIP
LDLRAD4	O15165		hsa-miR-126-5p	0.132328036465889	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ZNF680	Q8NEM1		hsa-miR-126-5p	0.132257799450785	3	Medium	MBStar|MirAncesTar|MirSNPInTarget
ZNF850	A8MQ14		hsa-miR-126-5p	0.132205540843097	3	Medium	MBStar|MirAncesTar|miranda_May_2021
CCDC170	Q8IYT3		hsa-miR-126-5p	0.1321883053711	5	Medium	MBStar|MirAncesTar|MiRNATIP|mirzag|RNA22
MFSD4A	Q8N468		hsa-miR-126-5p	0.132148737281086	3	Medium	MBStar|MirAncesTar|miranda_May_2021
OLFM1	Q99784		hsa-miR-126-5p	0.132109706253436	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
TRIM61	Q5EBN2		hsa-miR-126-5p	0.132109080466747	4	Medium	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6
NIN	Q8N4C6		hsa-miR-126-5p	0.132108070689045	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
FAM124A	Q86V42		hsa-miR-126-5p	0.132099927401836	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|RNA22
ENOX1	Q8TC92		hsa-miR-126-5p	0.132059397039749	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
SCFD1	Q8WVM8		hsa-miR-126-5p	0.132022519575747	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
AGAP11	Q8TF27		hsa-miR-126-5p	0.131998377247743	3	Medium	MBStar|MirAncesTar|mirzag
SENP6	Q9GZR1		hsa-miR-126-5p	0.131949456985228	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
ZNF770	Q6IQ21		hsa-miR-126-5p	0.131817792410164	4	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP
METTL2B	Q6P1Q9		hsa-miR-126-5p	0.131816653815323	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ITGB3BP	Q13352		hsa-miR-126-5p	0.131726988752281	3	Medium	MBStar|miRDB_v6|mirzag
C12orf29	Q8N999		hsa-miR-126-5p	0.131724925902236	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
PLEKHA1	Q9HB21		hsa-miR-126-5p	0.131615919403696	5	Medium	bitargeting_May_2021|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
SLC12A6	Q9UHW9		hsa-miR-126-5p	0.131556221104249	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirzag
ZNF185	O15231		hsa-miR-126-5p	0.131538603632972	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget
ZNF365	Q70YC4		hsa-miR-126-5p	0.131494433196603	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
SNX29	Q8TEQ0		hsa-miR-126-5p	0.131489704457221	4	Medium	MBStar|MirAncesTar|miranda_May_2021|RNA22
IL6ST	P40189		hsa-miR-126-5p	0.131440720709681	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
LINC02693	A8MQB3		hsa-miR-126-5p	0.131421228578507	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
MPPED2	Q15777		hsa-miR-126-5p	0.131399560067256	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
COL19A1	Q14993		hsa-miR-126-5p	0.131365151823071	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirzag
DNAJC15	Q9Y5T4		hsa-miR-126-5p	0.131233131415198	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ARNTL2	Q8WYA1		hsa-miR-126-5p	0.131205685482016	3	Medium	MBStar|MirAncesTar|miranda_May_2021
MDFIC	Q9P1T7		hsa-miR-126-5p	0.13106770613394	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
SGCD	Q92629		hsa-miR-126-5p	0.131004510981079	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
MTMR3	Q13615		hsa-miR-126-5p	0.130979195107004	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
TRPM7	Q96QT4		hsa-miR-126-5p	0.130970449008586	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ASH2L	Q9UBL3		hsa-miR-126-5p	0.130960857705428	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
HDAC8	Q9BY41		hsa-miR-126-5p	0.130953598820167	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirzag
TTC8	Q8TAM2		hsa-miR-126-5p	0.1308786833549	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirzag
PRKD3	O94806		hsa-miR-126-5p	0.130861785474289	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
KLF9	Q13886		hsa-miR-126-5p	0.130842922906974	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
GJC1	P36383		hsa-miR-126-5p	0.130835910459869	2	Medium	miranda_May_2021|miRDB_v6
COX7C	P15954		hsa-miR-126-5p	0.130788615007667	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirbase
RSF1	Q96T23		hsa-miR-126-5p	0.130740004997094	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
DHRS7	Q9Y394		hsa-miR-126-5p	0.130703137467176	4	Medium	DIANA|MBStar|MirAncesTar|MirSNPInTarget
ZNF618	Q5T7W0		hsa-miR-126-5p	0.130671770758374	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirzag
TMEFF2	Q9UIK5		hsa-miR-126-5p	0.130626477543522	3	Medium	DIANA|MBStar|miranda_May_2021
DYRK1A	Q13627		hsa-miR-126-5p	0.130619325487926	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|RNA22
RIF1	Q5UIP0		hsa-miR-126-5p	0.130606419918686	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
GPR176	Q14439		hsa-miR-126-5p	0.130508812101425	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
RAP2C	Q9Y3L5		hsa-miR-126-5p	0.130434563679246	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
ZNF611	Q8N823		hsa-miR-126-5p	0.130396457080028	4	Medium	MBStar|MirAncesTar|miranda_May_2021|RNA22
ESRRB	O95718		hsa-miR-126-5p	0.130361570048049	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag
PALM2AKAP2			hsa-miR-126-5p	0.130351920069249	3	Medium	DIANA|MirAncesTar|miranda_May_2021
RHOT1	Q8IXI2		hsa-miR-126-5p	0.130349705470186	6	Medium	bitargeting_May_2021|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
AK9	Q5TCS8		hsa-miR-126-5p	0.130334539014812	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
CUL3	Q13618		hsa-miR-126-5p	0.130282623601209	4	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP
MS4A4A	Q96JQ5		hsa-miR-126-5p	0.130201244922144	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
RBM4	Q9BWF3		hsa-miR-126-5p	0.130142771779407	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
RBPJ	Q06330		hsa-miR-126-5p	0.13008256735699	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
RND3	P61587		hsa-miR-126-5p	0.130081450248684	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
TAPT1	Q6NXT6		hsa-miR-126-5p	0.130065068643455	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
DNAJC10	Q8IXB1		hsa-miR-126-5p	0.13002374083275	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
MEAF6	Q9HAF1		hsa-miR-126-5p	0.130015026936656	4	Medium	MBStar|MirAncesTar|miranda_May_2021|PITA_May_2021
TPP2	P29144		hsa-miR-126-5p	0.130014162346691	4	Medium	DIANA|MirAncesTar|mirbase|MiRNATIP
CCDC127	Q96BQ5		hsa-miR-126-5p	0.130013867237764	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
TNFRSF10B	O14763		hsa-miR-126-5p	0.129996487780116	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
ALG10	Q5BKT4		hsa-miR-126-5p	0.129950518793177	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
FGD4	Q96M96		hsa-miR-126-5p	0.129948309109576	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
NEURL1B	A8MQ27		hsa-miR-126-5p	0.129894337468053	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
FMN1	Q68DA7		hsa-miR-126-5p	0.129891025924966	4	Medium	DIANA|MBStar|MirAncesTar|MirSNPInTarget
FAM204A	Q9H8W3		hsa-miR-126-5p	0.129879457570731	4	Medium	bitargeting_May_2021|MBStar|MirAncesTar|miranda_May_2021
NFE2L3	Q9Y4A8		hsa-miR-126-5p	0.129875260560672	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
WDR48	Q8TAF3		hsa-miR-126-5p	0.129832814190463	4	Medium	DIANA|MirAncesTar|miranda_May_2021|MiRNATIP
UFSP1	Q6NVU6		hsa-miR-126-5p	0.129820298830121	4	Medium	DIANA|MBStar|MirAncesTar|miRDB_v6
SLC5A12	Q1EHB4		hsa-miR-126-5p	0.129819391311814	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
CLCA2	Q9UQC9		hsa-miR-126-5p	0.129799887927848	5	Medium	DIANA|MBStar|MirAncesTar|mirzag|RNA22
TPK1	Q9H3S4		hsa-miR-126-5p	0.129783482306011	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
EXD1	Q8NHP7		hsa-miR-126-5p	0.129782156805462	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
BAMBI	Q13145		hsa-miR-126-5p	0.129753253878392	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag
NARS1	O43776		hsa-miR-126-5p	0.129667720609983	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
ZNF721	Q8TF20		hsa-miR-126-5p	0.129666969555111	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ZGRF1	Q86YA3		hsa-miR-126-5p	0.12955217669679	3	Medium	DIANA|MBStar|miranda_May_2021
SUGT1	Q9Y2Z0		hsa-miR-126-5p	0.12953266463074	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
TSFM	P43897		hsa-miR-126-5p	0.129511220540088	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ZNF621	Q6ZSS3		hsa-miR-126-5p	0.129297836975732	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
CEP85L	Q5SZL2		hsa-miR-126-5p	0.129297834901684	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ABCC10	Q5T3U5		hsa-miR-126-5p	0.129267387116619	4	Medium	DIANA|MBStar|MirAncesTar|mirbase
GMCL1	Q96IK5		hsa-miR-126-5p	0.129220289800588	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
GYG2	O15488		hsa-miR-126-5p	0.129218269469798	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirzag
RIPK2	O43353		hsa-miR-126-5p	0.129209064408016	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ALG6	Q9Y672		hsa-miR-126-5p	0.129133791017129	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
PDE5A	O76074		hsa-miR-126-5p	0.129093203547757	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
KIAA0408	Q6ZU52		hsa-miR-126-5p	0.12904010567064	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
UGT1A1	P22309		hsa-miR-126-5p	0.128934949182647	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
ENSA	O43768		hsa-miR-126-5p	0.128922084507811	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
HADH	Q16836		hsa-miR-126-5p	0.128894838699968	4	Medium	bitargeting_May_2021|MBStar|MirAncesTar|miranda_May_2021
NUDT10	Q8NFP7		hsa-miR-126-5p	0.128856122329719	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
HM13	Q8TCT9		hsa-miR-126-5p	0.128841767918734	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
SPHKAP	Q2M3C7		hsa-miR-126-5p	0.12879011502209	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
SI	P14410		hsa-miR-126-5p	0.12877468780904	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirbase
IRX5	P78411		hsa-miR-126-5p	0.128770541990686	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
TNFSF11	O14788		hsa-miR-126-5p	0.128744687377778	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
WLS	Q5T9L3		hsa-miR-126-5p	0.128693788557565	4	Medium	MBStar|miranda_May_2021|mirbase|MiRNATIP
MUC22	E2RYF6		hsa-miR-126-5p	0.128651926030869	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
TRIM23	P36406		hsa-miR-126-5p	0.12863768168161	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
STON2	Q8WXE9		hsa-miR-126-5p	0.128616796904107	3	Medium	MBStar|MirAncesTar|miRDB_v6
MFAP3	P55082		hsa-miR-126-5p	0.12860525057439	3	Medium	MBStar|MirAncesTar|miranda_May_2021
PTCD2	Q8WV60		hsa-miR-126-5p	0.128556119933719	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ZNF431	Q8TF32		hsa-miR-126-5p	0.128502329195125	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
BPY2	O14599		hsa-miR-126-5p	0.12846674944154	3	Medium	DIANA|MBStar|mirzag
ZNF99	A8MXY4		hsa-miR-126-5p	0.128440765121392	3	Medium	MBStar|MirAncesTar|miranda_May_2021
NREP	Q16612		hsa-miR-126-5p	0.128419504889662	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
YWHAZ	P63104		hsa-miR-126-5p	0.128283109662281	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
ENPP3	O14638		hsa-miR-126-5p	0.128248714566218	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirbase
LHCGR	P22888		hsa-miR-126-5p	0.128243021809087	3	Medium	DIANA|MirAncesTar|miranda_May_2021
DCDC1	M0R2J8		hsa-miR-126-5p	0.128200560335853	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
KIT	P10721		hsa-miR-126-5p	0.128077072185602	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
ABHD13	Q7L211		hsa-miR-126-5p	0.128075416188723	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
PHF6	Q8IWS0		hsa-miR-126-5p	0.128016507204776	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
SLC12A2	P55011		hsa-miR-126-5p	0.127892604910242	4	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP
SKOR1	P84550		hsa-miR-126-5p	0.127876049791098	2	Medium	DIANA|miranda_May_2021
RFX7	Q2KHR2		hsa-miR-126-5p	0.127838180467229	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
PSMD5	Q16401		hsa-miR-126-5p	0.127812469637987	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
PIGO	Q8TEQ8		hsa-miR-126-5p	0.127758565043959	3	Medium	MirAncesTar|miranda_May_2021|mirbase
RIMS2	Q9UQ26		hsa-miR-126-5p	0.127638364932729	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
SERTAD4	Q9NUC0		hsa-miR-126-5p	0.127634056780943	4	Medium	bitargeting_May_2021|DIANA|MBStar|miranda_May_2021
SLC39A12	Q504Y0		hsa-miR-126-5p	0.127605642819548	5	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP
CAMSAP2	Q08AD1		hsa-miR-126-5p	0.127597070560212	4	Medium	MBStar|MirAncesTar|MiRNATIP|MirSNPInTarget
SATB1	Q01826		hsa-miR-126-5p	0.127573514311358	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ERVFRD-1	P60508		hsa-miR-126-5p	0.127456268093788	3	Medium	DIANA|MBStar|miranda_May_2021
AHCYL2	Q96HN2		hsa-miR-126-5p	0.127429333573925	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
TRIM27	P14373		hsa-miR-126-5p	0.127393339123988	3	Medium	DIANA|MBStar|MirSNPInTarget
NKIRAS1	Q9NYS0		hsa-miR-126-5p	0.127385126853109	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
MOB4	Q9Y3A3		hsa-miR-126-5p	0.127370226938248	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
FBXL8	Q96CD0		hsa-miR-126-5p	0.127355213535593	2	Medium	DIANA|miranda_May_2021
RDH10	Q8IZV5		hsa-miR-126-5p	0.127333523193035	4	Medium	MBStar|MirAncesTar|MiRNATIP|MirSNPInTarget
INAFM2	P0DMQ5		hsa-miR-126-5p	0.127295512068056	3	Medium	MirAncesTar|miranda_May_2021|miRDB_v6
PMAIP1	Q13794		hsa-miR-126-5p	0.127279200657538	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
CLIC4	Q9Y696		hsa-miR-126-5p	0.127247333728466	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
C11orf65	Q8NCR3		hsa-miR-126-5p	0.127106155145756	3	Medium	DIANA|miranda_May_2021|mirbase
ZBTB26	Q9HCK0		hsa-miR-126-5p	0.127099550826463	3	Medium	DIANA|MirAncesTar|miranda_May_2021
